,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,Weight in kg,energy
3221,85.0,5.9,4.4,4.9,1706,A
3222,100.0,7.7,5.1,6.1,1724,C
3223,100.0,5.9,4.6,5.0,1716,A
3224,99.0,8.4,5.3,6.4,1606,C
3225,99.0,8.7,5.5,6.6,1606,C
3226,81.0,5.2,3.8,4.3,1490,A
3227,99.0,8.0,4.9,6.1,1408,C
3228,99.0,8.0,4.8,6.1,1384,C
3229,150.0,9.7,6.1,7.4,1448,E
3230,66.0,5.3,3.5,4.1,1489,A
3231,66.0,5.4,3.8,4.3,1489,A
3232,81.0,7.2,4.5,5.5,1509,C
3233,81.0,5.2,3.8,4.3,1499,A
3234,81.0,4.8,3.7,4.1,1499,A
3235,73.2,7.2,4.6,5.6,1382,B
3236,73.2,7.4,4.8,5.8,1382,C
3237,99.0,8.0,4.9,6.1,1421,C
3238,99.0,8.0,4.8,6.1,1392,C
3239,150.0,9.7,6.1,7.4,1471,E
3240,66.0,5.5,3.9,4.5,1538,A
3241,94.0,7.5,4.6,5.6,1563,C
3242,94.0,5.3,4.0,4.5,1547,A
3243,81.0,7.5,4.6,5.6,1563,C
3244,99.0,8.5,5.3,6.4,1472,C
3245,99.0,7.5,5.0,6.0,1445,B
3246,99.0,7.8,5.1,6.1,1445,C
3247,110.0,5.9,5.0,5.1,1723,A+
3248,48.5,5.8,3.8,4.5,1034,C
3249,48.5,5.8,3.8,4.5,1039,B
3250,62.5,6.3,3.8,4.7,1071,C
3251,62.5,6.3,3.8,4.7,1076,C
3252,55.0,4.1,3.3,3.6,1280,A+
3253,66.0,4.7,3.4,3.9,1329,A
3254,80.0,7.2,4.5,5.5,1236,C
3255,61.8,6.3,4.2,5.0,1192,B
3256,61.8,6.3,4.2,5.0,1207,B
3257,147.0,7.7,6.1,6.7,1953,C
3258,147.0,7.6,5.3,6.1,1932,B
3259,94.0,7.5,5.2,6.0,1406,D
3260,94.0,6.1,4.4,5.0,1383,C
3261,120.0,7.1,5.2,5.8,1565,C
3262,135.0,9.1,6.0,7.1,1787,D
3263,135.0,9.1,6.1,7.2,1787,D
3264,100.0,6.6,4.9,5.5,1685,B
3265,100.0,7.0,5.2,5.9,1685,C
3266,100.0,8.7,5.8,6.9,1787,D
3267,100.0,8.9,5.9,7.0,1787,D
3268,100.0,6.8,5.1,5.7,1754,B
3269,100.0,7.0,5.4,6.0,1754,B
3270,85.0,6.0,4.8,5.2,1612,B
3271,85.0,6.3,5.0,5.4,1612,B
3272,99.0,7.5,5.8,6.4,1502,C
3273,66.0,5.0,4.2,4.5,1445,A
3274,85.0,5.7,4.2,4.7,1455,B
3275,85.0,5.1,4.0,4.4,1455,A
3276,66.2,6.6,5.1,5.6,1343,C
3277,66.2,6.6,5.1,5.6,1343,C
3278,91.5,7.1,5.2,5.9,1355,C
3279,91.5,8.3,5.5,6.5,1369,D
3280,61.0,12.2,8.0,9.5,1285,G
3281,61.0,12.2,8.0,9.5,1360,G
3282,59.5,15.2,9.5,11.5,1360,F
3283,545.0,27.3,11.3,17.2,1640,G
3284,545.0,27.3,11.3,17.2,1640,G
3285,545.0,27.3,11.3,17.2,1680,G
3286,515.0,24.7,10.7,16.0,1765,G
3287,515.0,24.7,10.7,16.0,1765,G
3288,515.0,24.7,10.7,16.0,1765,G
3289,530.0,24.7,10.7,16.0,1765,G
3290,530.0,24.7,10.7,16.0,1765,G
3291,515.0,24.7,10.7,16.0,1815,G
3292,515.0,24.7,10.7,16.0,1815,G
3293,515.0,24.7,10.7,16.0,1815,G
3294,530.0,24.7,10.7,16.0,1815,G
3295,530.0,24.7,10.7,16.0,1815,G
3296,405.0,22.0,9.9,14.4,1545,G
3297,405.0,22.0,9.9,14.4,1545,G
3298,412.0,22.0,9.9,14.4,1545,G
3299,412.0,22.0,9.9,14.4,1545,G
3300,405.0,20.1,9.2,13.3,1545,G
3301,405.0,20.1,9.2,13.3,1545,G
3302,412.0,20.1,9.2,13.3,1545,G
3303,412.0,20.1,9.2,13.3,1545,G
3304,412.0,22.6,10.2,14.7,1575,G
3305,412.0,22.6,10.2,14.7,1575,G
3306,412.0,20.7,9.6,13.7,1575,G
3307,412.0,20.7,9.6,13.7,1575,G
3308,405.0,22.7,10.3,14.8,1675,G
3309,405.0,22.7,10.3,14.8,1675,G
3310,405.0,20.8,9.7,13.8,1675,G
3311,405.0,20.8,9.7,13.8,1675,G
3312,412.0,22.7,10.3,14.8,1705,G
3313,412.0,22.7,10.3,14.8,1705,G
3314,412.0,20.8,9.7,13.8,1705,G
3315,412.0,20.8,9.7,13.8,1705,G
3316,419.0,22.2,10.0,14.4,1505,G
3317,419.0,22.2,10.0,14.4,1505,G
3318,419.0,20.4,9.4,13.5,1505,G
3319,419.0,20.4,9.4,13.5,1505,G
3320,419.0,22.4,10.1,14.6,1640,G
3321,419.0,22.4,10.1,14.6,1640,G
3322,419.0,20.5,9.6,13.6,1640,G
3323,419.0,20.5,9.6,13.6,1640,G
3324,449.0,17.8,9.4,12.5,1607,G
3325,88.0,8.1,5.2,6.3,1395,D
3326,88.0,8.1,5.2,6.3,1395,D
3327,88.0,8.1,5.2,6.3,1395,D
3328,88.0,10.5,6.7,8.1,1395,B
3329,88.0,5.7,3.9,4.6,1485,A
3330,88.0,5.8,4.0,4.7,1485,A
3331,88.0,5.8,4.0,4.7,1485,A
3332,88.0,5.8,4.0,4.7,1485,A
3333,88.0,5.8,4.0,4.7,1485,A
3334,88.0,5.6,3.7,4.5,1485,A
3335,88.0,5.6,3.7,4.5,1485,A
3336,139.5,7.3,4.7,5.7,1505,C
3337,85.0,5.8,4.0,4.7,1485,A
3338,85.0,5.8,4.0,4.7,1485,A
3339,121.0,6.7,4.2,5.1,1505,B
3340,121.0,6.7,4.2,5.1,1505,B
3341,77.0,5.7,3.9,4.6,1485,A
3342,77.0,5.5,3.7,4.4,1485,A
3343,77.0,5.5,3.7,4.4,1485,A
3344,125.0,13.6,7.0,9.4,1856,F
3345,125.0,13.6,7.0,9.4,1856,F
3346,70.0,7.2,4.6,5.6,1340,C
3347,70.0,8.0,4.9,6.0,1335,C
3348,70.0,5.0,3.6,4.1,1385,A
3349,70.0,5.4,3.7,4.3,1380,A
3350,210.0,13.9,6.7,9.4,1972,E
3351,210.0,14.3,7.1,9.7,1972,E
3352,210.0,14.7,6.9,9.8,2078,E
3353,176.0,9.5,5.7,7.1,2117,C
3354,176.0,9.6,5.9,7.2,2117,C
3355,140.0,9.5,5.7,7.1,2117,C
3356,130.9,10.5,6.3,7.9,2330,C
3357,120.0,10.5,6.3,7.9,2330,C
3358,208.0,15.8,7.9,10.8,2215,E
3359,51.0,6.4,4.1,4.9,1040,C
3360,51.0,6.7,4.3,5.2,1040,D
3361,51.0,6.7,4.3,5.2,1040,D
3362,51.0,6.4,4.3,5.1,1040,D
3363,51.0,6.4,4.3,5.1,1040,D
3364,51.0,6.7,4.3,5.2,1040,D
3365,51.0,6.7,4.3,5.2,1040,D
3366,70.0,4.7,3.2,3.8,1125,A
3367,70.0,4.7,3.2,3.8,1125,A
3368,70.0,4.7,3.2,3.8,1125,A
3369,70.0,4.7,3.2,3.8,1125,A
3370,70.0,4.7,3.2,3.8,1125,A
3371,62.5,4.9,3.7,4.1,1055,B
3372,62.5,4.8,3.7,4.1,1055,B
3373,62.5,4.8,3.7,4.1,1055,B
3374,62.5,4.9,3.7,4.1,1055,B
3375,62.5,4.9,3.7,4.1,1055,B
3376,62.5,4.8,3.7,4.1,1055,B
3377,62.5,4.8,3.7,4.1,1055,B
3378,62.5,5.0,3.8,4.2,1050,B
3379,62.5,4.9,3.8,4.2,1050,B
3380,62.5,4.9,3.8,4.2,1050,B
3381,62.5,5.0,3.8,4.2,1050,B
3382,62.5,5.0,3.8,4.2,1050,B
3383,62.5,4.9,3.8,4.2,1050,B
3384,62.5,4.9,3.8,4.2,1050,B
3385,155.0,8.6,7.3,7.8,2772,B
3386,155.0,8.6,7.3,7.8,2772,B
3387,155.0,8.6,7.3,7.8,2772,B
3388,155.0,8.6,7.3,7.8,2772,B
3389,188.0,8.7,7.6,8.0,2772,B
3390,188.0,8.7,7.6,8.0,2772,B
3391,250.0,14.4,9.8,11.5,2599,E
3392,250.0,14.4,9.8,11.5,2599,E
3393,110.0,7.0,5.4,6.0,1844,B
3394,110.0,7.4,5.5,6.2,1933,B
3395,110.0,6.6,5.2,5.7,1834,B
3396,110.0,6.7,5.3,5.8,1923,B
3397,140.0,7.1,5.5,6.1,1844,B
3398,140.0,7.4,5.7,6.3,1933,B
3399,140.0,7.2,5.4,6.1,1834,B
3400,140.0,7.0,5.6,6.1,1923,B
3401,177.0,10.6,6.5,8.0,1814,D
3402,177.0,10.9,6.8,8.3,1911,D
3403,110.0,7.4,5.6,6.2,2055,B
3404,110.0,8.7,5.8,7.0,2065,C
3405,110.0,7.1,5.4,6.0,1985,B
3406,140.0,8.7,5.8,7.0,2065,C
3407,177.0,13.5,7.5,9.6,1980,E
3408,215.0,6.7,6.3,6.4,2679,A+
3409,215.0,6.7,6.3,6.4,2679,A+
3410,375.0,18.3,9.7,12.8,2608,F
3411,375.0,18.3,9.7,12.8,2608,F
3412,375.0,18.3,9.7,12.8,2608,F
3413,375.0,18.3,9.7,12.8,2608,F
3414,250.0,11.5,7.6,8.7,2683,C
3415,250.0,11.5,7.6,8.7,2683,C
3416,215.0,6.7,6.3,6.4,2640,A+
3417,215.0,6.7,6.3,6.4,2640,A+
3418,375.0,18.3,9.7,12.8,2610,F
3419,375.0,18.3,9.7,12.8,2610,F
3420,375.0,18.3,9.7,12.8,2610,F
3421,375.0,18.3,9.7,12.8,2610,F
3422,375.0,18.3,9.7,12.8,2610,F
3423,375.0,18.3,9.7,12.8,2610,F
3424,375.0,18.3,9.7,12.8,2610,F
3425,375.0,18.3,9.7,12.8,2610,F
3426,190.0,7.8,6.3,6.9,2454,A
3427,190.0,7.8,6.3,6.9,2518,A
3428,190.0,7.8,6.3,6.9,2454,A
3429,190.0,7.8,6.3,6.9,2518,A
3430,250.0,11.5,7.6,8.7,2674,C
3431,250.0,11.5,7.6,8.7,2690,C
3432,250.0,11.5,7.6,8.7,2674,C
3433,250.0,11.5,7.6,8.7,2690,C
3434,110.0,6.9,5.0,5.7,1890,B
3435,110.0,6.9,5.0,5.7,1890,B
3436,110.0,6.9,5.2,5.8,1905,B
3437,110.0,6.9,5.2,5.8,1905,B
3438,110.0,5.9,4.5,4.9,1815,A
3439,110.0,5.9,4.5,4.9,1815,A
3440,140.0,6.9,5.0,5.7,1890,B
3441,140.0,6.9,5.0,5.7,1890,B
3442,140.0,6.9,5.2,5.8,1905,B
3443,140.0,6.9,5.2,5.8,1905,B
3444,177.0,10.3,6.4,7.8,1855,C
3445,177.0,10.3,6.4,7.8,1855,C
3446,110.0,6.9,5.0,5.7,1920,A
3447,110.0,7.2,5.3,6.0,1935,B
3448,110.0,6.0,4.5,5.0,1845,A
3449,140.0,6.9,5.0,5.7,1920,A
3450,140.0,7.2,5.3,6.0,1935,B
3451,177.0,10.3,6.4,7.8,1885,C
3452,375.0,18.3,9.7,12.8,2402,G
3453,375.0,18.3,9.7,12.8,2402,G
3454,375.0,18.3,9.7,12.8,2402,G
3455,375.0,18.3,9.7,12.8,2402,G
3456,375.0,18.3,9.7,12.8,2448,F
3457,375.0,18.3,9.7,12.8,2448,F
3458,405.0,18.3,9.7,12.8,2402,G
3459,190.0,7.8,6.3,6.9,2183,B
3460,190.0,7.8,6.3,6.9,2249,B
3461,225.0,7.9,6.4,7.0,2183,B
3462,225.0,7.9,6.4,7.0,2183,B
3463,225.0,7.9,6.4,7.0,2249,B
3464,225.0,7.9,6.4,7.0,2249,B
3465,250.0,11.5,7.6,8.7,2464,C
3466,250.0,11.5,7.6,8.7,2464,C
3467,215.0,6.7,6.3,6.4,2440,A
3468,215.0,6.7,6.3,6.4,2440,A
3469,215.0,6.7,6.3,6.4,2457,A
3470,215.0,6.7,6.3,6.4,2457,A
3471,73.0,4.1,4.0,4.1,1540,A++
3472,73.0,4.1,4.0,4.1,1540,A++
3473,73.0,3.8,3.8,3.8,1540,A++
3474,73.0,3.8,3.8,3.8,1540,A++
3475,73.0,4.0,4.1,4.1,1540,A+
3476,73.0,4.0,4.1,4.1,1540,A+
3477,73.0,4.1,4.1,4.2,1540,A+
3478,73.0,4.1,4.1,4.2,1540,A+
3479,73.0,4.1,4.0,4.1,1540,A++
3480,73.0,4.1,4.0,4.1,1540,A++
3481,73.0,4.1,4.0,4.1,1540,A++
3482,73.0,4.1,4.0,4.1,1540,A++
3483,73.0,3.7,3.7,3.8,1485,A++
3484,73.0,3.7,3.7,3.8,1485,A++
3485,73.0,3.6,3.5,3.6,1485,A++
3486,73.0,3.6,3.5,3.6,1485,A++
3487,73.0,4.0,4.1,4.1,1485,A+
3488,73.0,4.0,4.1,4.1,1485,A+
3489,73.0,4.1,4.1,4.2,1485,A+
3490,73.0,4.1,4.1,4.2,1485,A+
3491,73.0,4.1,4.0,4.1,1540,A++
3492,73.0,4.1,4.0,4.1,1540,A++
3493,73.0,3.8,3.8,3.8,1540,A++
3494,73.0,3.8,3.8,3.8,1540,A++
3495,73.0,4.1,4.0,4.1,1540,A++
3496,73.0,4.1,4.0,4.1,1540,A++
3497,73.0,3.8,3.8,3.8,1540,A++
3498,73.0,3.8,3.8,3.8,1540,A++
3499,73.0,4.1,4.0,4.1,1540,A++
3500,73.0,4.1,4.0,4.1,1540,A++
3501,73.0,4.1,4.0,4.1,1540,A++
3502,73.0,4.1,4.0,4.1,1540,A++
3503,73.0,4.1,4.0,4.1,1540,A++
3504,73.0,4.1,4.0,4.1,1540,A++
3505,73.0,4.1,4.0,4.1,1540,A++
3506,73.0,4.1,4.0,4.1,1540,A++
3507,73.0,3.7,3.7,3.8,1485,A++
3508,73.0,3.7,3.7,3.8,1485,A++
3509,73.0,3.6,3.5,3.6,1485,A++
3510,73.0,3.6,3.5,3.6,1485,A++
3511,73.0,3.7,3.7,3.8,1485,A++
3512,73.0,3.7,3.7,3.8,1485,A++
3513,73.0,3.6,3.5,3.6,1485,A++
3514,73.0,3.6,3.5,3.6,1485,A++
3515,215.0,6.5,5.4,5.9,1930,A
3516,215.0,6.6,5.4,6.0,1985,A
3517,215.0,6.7,5.5,6.1,1985,A
3518,215.0,6.7,5.5,6.1,1985,A
3519,215.0,6.9,5.7,6.2,1985,A
3520,133.0,4.8,4.5,4.7,1805,A+
3521,133.0,4.8,4.5,4.7,1805,A+
3522,133.0,4.8,4.5,4.7,1805,A+
3523,133.0,5.0,4.8,4.9,1805,A+
3524,133.0,4.8,4.5,4.7,1805,A+
3525,133.0,5.0,4.8,4.9,1805,A+
3526,133.0,4.9,4.7,4.8,1810,A+
3527,133.0,4.9,4.7,4.8,1810,A+
3528,133.0,4.9,4.7,4.8,1810,A+
3529,133.0,5.0,4.8,4.9,1810,A+
3530,133.0,5.0,4.8,4.9,1810,A+
3531,133.0,5.0,4.8,4.9,1810,A+
3532,133.0,5.0,4.8,4.9,1810,A+
3533,133.0,5.0,4.9,5.0,1810,A+
3534,133.0,5.0,4.9,5.0,1810,A+
3535,133.0,5.0,4.9,5.0,1810,A+
3536,133.0,5.0,4.9,5.0,1810,A+
3537,133.0,5.0,4.9,5.0,1810,A+
3538,133.0,5.0,4.9,5.0,1810,A+
3539,133.0,5.0,4.9,5.0,1810,A+
3540,133.0,5.0,4.9,5.0,1810,A+
3541,133.0,5.0,4.9,5.0,1810,A+
3542,133.0,4.9,4.7,4.8,1810,A+
3543,133.0,5.0,4.8,4.9,1810,A+
3544,133.0,5.0,4.8,4.9,1810,A+
3545,133.0,5.0,4.9,5.0,1810,A+
3546,133.0,4.8,4.5,4.7,1805,A+
3547,133.0,4.8,4.5,4.7,1805,A+
3548,133.0,4.8,4.5,4.7,1805,A+
3549,133.0,4.8,4.5,4.7,1805,A+
3550,133.0,4.8,4.5,4.7,1805,A+
3551,133.0,4.8,4.5,4.7,1805,A+
3552,133.0,4.8,4.5,4.7,1805,A+
3553,133.0,4.8,4.5,4.7,1805,A+
3554,133.0,4.9,4.7,4.8,1810,A+
3555,133.0,4.9,4.7,4.8,1810,A+
3556,133.0,4.9,4.7,4.8,1810,A+
3557,133.0,4.9,4.7,4.8,1810,A+
3558,133.0,4.9,4.7,4.8,1810,A+
3559,133.0,4.9,4.7,4.8,1810,A+
3560,133.0,4.9,4.7,4.8,1810,A+
3561,133.0,4.9,4.7,4.8,1810,A+
3562,133.0,5.0,4.8,4.9,1810,A+
3563,133.0,5.0,4.8,4.9,1810,A+
3564,133.0,5.0,4.8,4.9,1810,A+
3565,133.0,5.0,4.8,4.9,1810,A+
3566,133.0,5.0,4.8,4.9,1810,A+
3567,133.0,5.0,4.8,4.9,1810,A+
3568,133.0,5.0,4.8,4.9,1810,A+
3569,133.0,5.0,4.8,4.9,1810,A+
3570,133.0,5.0,4.9,5.0,1810,A+
3571,133.0,5.0,4.9,5.0,1810,A+
3572,133.0,5.0,4.9,5.0,1810,A+
3573,133.0,5.0,4.9,5.0,1810,A+
3574,133.0,5.0,4.9,5.0,1810,A+
3575,133.0,5.0,4.9,5.0,1810,A+
3576,133.0,5.0,4.9,5.0,1810,A+
3577,133.0,5.0,4.9,5.0,1810,A+
3578,133.0,5.0,4.9,5.0,1810,A+
3579,133.0,5.0,4.9,5.0,1810,A+
3580,133.0,5.0,4.9,5.0,1810,A+
3581,133.0,5.0,4.9,5.0,1810,A+
3582,133.0,5.0,4.9,5.0,1810,A+
3583,133.0,5.0,4.9,5.0,1810,A+
3584,133.0,5.0,4.9,5.0,1810,A+
3585,133.0,5.0,4.9,5.0,1810,A+
3586,215.0,6.5,5.4,5.9,1930,A
3587,215.0,6.5,5.4,5.9,1895,A
3588,215.0,6.5,5.4,5.9,1895,A
3589,215.0,6.5,5.4,5.9,1895,A
3590,215.0,6.9,5.7,6.2,1895,A
3591,215.0,6.5,5.4,5.9,1895,A
3592,215.0,6.9,5.7,6.2,1895,A
3593,215.0,6.6,5.4,6.0,1985,A
3594,215.0,6.6,5.4,6.0,1900,A
3595,215.0,6.6,5.4,6.0,1900,A
3596,215.0,6.7,5.5,6.1,1985,A
3597,215.0,6.7,5.5,6.1,1900,A
3598,215.0,6.7,5.5,6.1,1900,A
3599,215.0,6.9,5.7,6.2,1900,A
3600,215.0,6.9,5.7,6.2,1900,A
3601,215.0,6.6,5.4,6.0,1900,A
3602,215.0,6.9,5.7,6.2,1900,A
3603,215.0,6.7,5.5,6.1,1900,A
3604,215.0,6.9,5.7,6.2,1900,A
3605,215.0,6.9,5.7,6.2,1900,A
3606,215.0,6.9,5.7,6.2,1900,A
3607,215.0,6.6,5.4,6.0,1900,A
3608,215.0,6.9,5.7,6.2,1900,A
3609,215.0,6.7,5.5,6.1,1900,A
3610,215.0,6.9,5.7,6.2,1900,A
3611,215.0,6.5,5.4,5.9,1930,A
3612,215.0,6.5,5.4,5.9,1895,A
3613,215.0,6.5,5.4,5.9,1895,A
3614,215.0,6.5,5.4,5.9,1930,A
3615,215.0,6.5,5.4,5.9,1895,A
3616,215.0,6.5,5.4,5.9,1895,A
3617,215.0,6.5,5.4,5.9,1895,A
3618,215.0,6.5,5.4,5.9,1895,A
3619,215.0,6.5,5.4,5.9,1895,A
3620,215.0,6.5,5.4,5.9,1895,A
3621,215.0,6.6,5.4,6.0,1985,A
3622,215.0,6.6,5.4,6.0,1900,A
3623,215.0,6.6,5.4,6.0,1900,A
3624,215.0,6.6,5.4,6.0,1985,A
3625,215.0,6.6,5.4,6.0,1900,A
3626,215.0,6.6,5.4,6.0,1900,A
3627,215.0,6.7,5.5,6.1,1985,A
3628,215.0,6.7,5.5,6.1,1900,A
3629,215.0,6.7,5.5,6.1,1900,A
3630,215.0,6.7,5.5,6.1,1985,A
3631,215.0,6.7,5.5,6.1,1900,A
3632,215.0,6.7,5.5,6.1,1900,A
3633,215.0,6.9,5.7,6.2,1900,A
3634,215.0,6.9,5.7,6.2,1900,A
3635,215.0,6.9,5.7,6.2,1900,A
3636,215.0,6.9,5.7,6.2,1900,A
3637,215.0,6.6,5.4,6.0,1900,A
3638,215.0,6.6,5.4,6.0,1900,A
3639,215.0,6.6,5.4,6.0,1900,A
3640,215.0,6.6,5.4,6.0,1900,A
3641,215.0,6.7,5.5,6.1,1900,A
3642,215.0,6.7,5.5,6.1,1900,A
3643,215.0,6.7,5.5,6.1,1900,A
3644,215.0,6.7,5.5,6.1,1900,A
3645,215.0,6.9,5.7,6.2,1900,A
3646,215.0,6.9,5.7,6.2,1900,A
3647,215.0,6.9,5.7,6.2,1900,A
3648,215.0,6.9,5.7,6.2,1900,A
3649,215.0,6.7,5.5,6.1,1985,A
3650,215.0,6.7,5.5,6.1,1900,A
3651,215.0,6.9,5.7,6.2,1900,A
3652,215.0,6.9,5.7,6.2,1985,A
3653,215.0,6.9,5.7,6.2,1900,A
3654,215.0,6.9,5.7,6.2,1900,A
3655,215.0,6.7,5.5,6.1,1900,A
3656,215.0,6.9,5.7,6.2,1900,A
3657,215.0,6.9,5.7,6.2,1900,A
3658,215.0,6.9,5.7,6.2,1900,A
3659,215.0,6.9,5.7,6.2,1985,A
3660,215.0,6.9,5.7,6.2,1900,A
3661,215.0,6.9,5.7,6.2,1900,A
3662,215.0,6.9,5.7,6.2,1985,A
3663,215.0,6.9,5.7,6.2,1900,A
3664,215.0,6.9,5.7,6.2,1900,A
3665,215.0,6.9,5.7,6.2,1900,A
3666,215.0,6.9,5.7,6.2,1900,A
3667,215.0,6.9,5.7,6.2,1900,A
3668,215.0,6.9,5.7,6.2,1900,A
3669,218.0,9.3,7.1,7.7,2005,C
3670,218.0,9.3,7.1,7.7,2005,C
3671,218.0,9.3,7.1,7.7,2005,C
3672,218.0,9.3,7.1,7.7,2005,C
3673,218.0,9.3,7.1,7.7,2005,C
3674,154.0,12.4,6.9,8.9,1795,E
3675,154.0,12.4,6.9,8.9,1715,F
3676,154.0,12.4,6.9,8.9,1715,F
3677,154.0,12.5,7.0,9.0,1795,E
3678,154.0,12.5,7.0,9.0,1715,F
3679,154.0,12.5,7.0,9.0,1715,F
3680,154.0,12.6,7.1,9.1,1795,E
3681,154.0,12.6,7.1,9.1,1715,F
3682,154.0,12.6,7.1,9.1,1715,F
3683,154.0,12.6,7.1,9.1,1715,F
3684,154.0,12.6,7.1,9.1,1715,F
3685,154.0,12.4,6.9,8.9,1715,F
3686,154.0,12.4,6.9,8.9,1715,F
3687,154.0,12.5,7.0,9.0,1715,F
3688,154.0,12.5,7.0,9.0,1715,F
3689,154.0,12.6,7.1,9.1,1715,F
3690,154.0,12.6,7.1,9.1,1715,F
3691,154.0,12.6,7.1,9.1,1715,F
3692,154.0,12.6,7.1,9.1,1715,F
3693,154.0,12.4,6.9,8.9,1795,E
3694,154.0,12.4,6.9,8.9,1715,F
3695,154.0,12.4,6.9,8.9,1715,F
3696,154.0,12.4,6.9,8.9,1795,E
3697,154.0,12.4,6.9,8.9,1715,F
3698,154.0,12.4,6.9,8.9,1715,F
3699,154.0,12.5,7.0,9.0,1795,E
3700,154.0,12.5,7.0,9.0,1715,F
3701,154.0,12.5,7.0,9.0,1715,F
3702,154.0,12.5,7.0,9.0,1795,E
3703,154.0,12.5,7.0,9.0,1715,F
3704,154.0,12.5,7.0,9.0,1715,F
3705,154.0,12.6,7.1,9.1,1795,E
3706,154.0,12.6,7.1,9.1,1715,F
3707,154.0,12.6,7.1,9.1,1715,F
3708,154.0,12.6,7.1,9.1,1795,E
3709,154.0,12.6,7.1,9.1,1715,F
3710,154.0,12.6,7.1,9.1,1715,F
3711,154.0,12.4,6.9,8.9,1715,F
3712,154.0,12.4,6.9,8.9,1715,F
3713,154.0,12.4,6.9,8.9,1715,F
3714,154.0,12.4,6.9,8.9,1715,F
3715,154.0,12.5,7.0,9.0,1715,F
3716,154.0,12.5,7.0,9.0,1715,F
3717,154.0,12.5,7.0,9.0,1715,F
3718,154.0,12.5,7.0,9.0,1715,F
3719,154.0,12.6,7.1,9.1,1715,F
3720,154.0,12.6,7.1,9.1,1715,F
3721,154.0,12.6,7.1,9.1,1715,F
3722,154.0,12.6,7.1,9.1,1715,F
3723,311.0,17.3,8.4,11.6,1805,G
3724,311.0,17.3,8.4,11.6,1805,G
3725,311.0,17.3,8.4,11.6,1805,G
3726,311.0,17.3,8.4,11.6,1805,G
3727,311.0,17.3,8.4,11.6,1805,G
3728,311.0,17.3,8.4,11.6,1805,G
3729,311.0,17.3,8.4,11.6,1775,G
3730,311.0,17.3,8.4,11.6,1805,G
3731,311.0,17.3,8.4,11.6,1775,G
3732,311.0,17.3,8.4,11.6,1805,G
3733,311.0,17.3,8.4,11.6,1775,G
3734,311.0,17.3,8.4,11.6,1805,G
3735,311.0,17.3,8.4,11.6,1775,G
3736,130.0,6.8,4.7,5.5,1710,B
3737,130.0,6.8,4.7,5.5,1710,B
3738,130.0,6.8,4.7,5.5,1710,B
3739,130.0,6.8,4.7,5.5,1710,B
3740,130.0,6.8,4.7,5.5,1710,B
3741,130.0,6.8,4.7,5.5,1710,B
3742,110.0,6.3,4.4,5.1,1710,A
3743,110.0,6.3,4.4,5.1,1710,A
3744,110.0,6.3,4.4,5.1,1710,A
3745,110.0,6.3,4.4,5.1,1710,A
3746,110.0,6.3,4.4,5.1,1710,A
3747,110.0,6.3,4.4,5.1,1710,A
3748,110.0,6.3,4.4,5.1,1710,A
3749,133.0,4.4,4.5,4.3,1695,A++
3750,133.0,4.4,4.5,4.3,1695,A++
3751,133.0,4.3,4.4,4.2,1695,A++
3752,133.0,4.4,4.5,4.3,1695,A++
3753,133.0,4.4,4.5,4.3,1695,A++
3754,133.0,4.3,4.4,4.2,1695,A++
3755,133.0,4.5,4.5,4.3,1695,A++
3756,133.0,4.5,4.5,4.3,1695,A++
3757,133.0,4.4,4.4,4.3,1695,A++
3758,133.0,4.6,4.6,4.4,1695,A+
3759,133.0,4.6,4.6,4.4,1695,A+
3760,133.0,4.5,4.5,4.3,1695,A++
3761,133.0,4.9,4.9,4.7,1695,A+
3762,133.0,4.9,4.9,4.7,1695,A+
3763,133.0,4.7,4.8,4.6,1695,A+
3764,133.0,4.5,4.5,4.3,1695,A++
3765,133.0,4.5,4.5,4.3,1695,A++
3766,133.0,4.4,4.4,4.3,1695,A++
3767,133.0,4.6,4.6,4.4,1695,A+
3768,133.0,4.6,4.6,4.4,1695,A+
3769,133.0,4.5,4.5,4.3,1695,A++
3770,133.0,4.9,4.9,4.7,1695,A+
3771,133.0,4.9,4.9,4.7,1695,A+
3772,133.0,4.7,4.8,4.6,1695,A+
3773,133.0,4.7,4.8,4.6,1695,A+
3774,133.0,4.4,4.5,4.3,1695,A++
3775,133.0,4.4,4.5,4.3,1695,A++
3776,133.0,4.3,4.4,4.2,1695,A++
3777,133.0,4.4,4.5,4.3,1695,A++
3778,133.0,4.4,4.5,4.3,1695,A++
3779,133.0,4.3,4.4,4.2,1695,A++
3780,133.0,4.4,4.5,4.3,1695,A++
3781,133.0,4.4,4.5,4.3,1695,A++
3782,133.0,4.3,4.4,4.2,1695,A++
3783,133.0,4.4,4.5,4.3,1695,A++
3784,133.0,4.4,4.5,4.3,1695,A++
3785,133.0,4.3,4.4,4.2,1695,A++
3786,133.0,4.5,4.5,4.3,1695,A++
3787,133.0,4.5,4.5,4.3,1695,A++
3788,133.0,4.4,4.4,4.3,1695,A++
3789,133.0,4.5,4.5,4.3,1695,A++
3790,133.0,4.5,4.5,4.3,1695,A++
3791,133.0,4.4,4.4,4.3,1695,A++
3792,133.0,4.6,4.6,4.4,1695,A+
3793,133.0,4.6,4.6,4.4,1695,A+
3794,133.0,4.5,4.5,4.3,1695,A++
