,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,Weight in kg,energy
0,147.0,11.3,5.8,7.8,1505,E
1,125.0,6.6,4.3,5.1,1565,B
2,100.0,6.6,4.2,5.1,1565,B
3,100.0,6.6,4.2,5.1,1565,B
4,125.0,6.9,4.3,5.3,1565,B
5,125.0,6.9,4.3,5.3,1565,B
6,147.0,11.5,6.0,8.0,1555,E
7,125.0,6.7,4.4,5.2,1615,B
8,100.0,6.8,4.3,5.2,1615,B
9,100.0,6.8,4.3,5.2,1615,B
10,125.0,7.1,4.4,5.4,1615,B
11,125.0,7.1,4.4,5.4,1615,B
12,177.0,9.8,5.0,6.8,995,G
13,331.0,24.4,11.6,16.3,1750,G
14,331.0,24.4,11.6,16.3,1750,G
15,147.0,11.8,6.0,8.1,1505,F
16,147.0,11.8,6.0,8.1,1505,F
17,125.0,7.1,4.4,5.4,1555,B
18,125.0,7.1,4.4,5.4,1555,B
19,120.0,7.1,4.4,5.4,1555,B
20,120.0,7.1,4.4,5.4,1555,B
21,88.0,8.4,5.3,6.4,1355,D
22,88.0,8.4,5.3,6.4,1355,D
23,88.0,8.4,5.3,6.4,1355,D
24,88.0,8.4,5.3,6.4,1355,D
25,88.0,8.4,5.3,6.4,1355,D
26,88.0,8.4,5.3,6.4,1355,D
27,88.0,8.4,5.3,6.4,1355,D
28,125.0,6.7,4.3,5.2,1380,B
29,125.0,6.7,4.3,5.2,1380,B
30,125.0,6.7,4.3,5.2,1380,B
31,125.0,6.7,4.3,5.2,1380,B
32,125.0,6.7,4.3,5.2,1380,B
33,125.0,6.7,4.3,5.2,1380,B
34,125.0,6.7,4.3,5.2,1380,B
35,125.0,6.7,4.3,5.2,1380,B
36,125.0,6.6,4.3,5.1,1380,B
37,125.0,6.6,4.3,5.1,1380,B
38,125.0,6.6,4.3,5.1,1380,B
39,125.0,6.6,4.3,5.1,1380,B
40,125.0,6.4,4.2,5.0,1380,B
41,125.0,6.4,4.2,5.0,1380,B
42,125.0,7.8,4.6,5.8,1365,C
43,125.0,7.8,4.6,5.8,1365,C
44,125.0,7.8,4.6,5.8,1365,C
45,125.0,7.8,4.6,5.8,1365,C
46,125.0,7.8,4.6,5.8,1365,C
47,125.0,7.8,4.6,5.8,1365,C
48,125.0,7.8,4.6,5.8,1365,C
49,125.0,7.8,4.6,5.8,1365,C
50,125.0,7.8,4.6,5.8,1365,C
51,125.0,7.8,4.6,5.8,1365,C
52,125.0,7.8,4.6,5.8,1365,C
53,125.0,7.6,4.6,5.7,1365,C
54,125.0,7.6,4.6,5.7,1365,C
55,125.0,7.6,4.6,5.7,1365,C
56,125.0,7.6,4.6,5.7,1365,C
57,125.0,7.6,4.6,5.7,1365,C
58,125.0,7.6,4.6,5.7,1365,C
59,125.0,7.6,4.6,5.7,1365,C
60,125.0,7.6,4.6,5.7,1365,C
61,172.5,10.8,5.8,7.6,1395,F
62,172.5,10.8,5.8,7.6,1395,F
63,77.0,5.5,3.7,4.4,1385,A
64,77.0,5.5,3.7,4.4,1385,A
65,77.0,5.5,3.7,4.4,1385,A
66,77.0,5.5,3.7,4.4,1385,A
67,77.0,5.4,3.6,4.3,1385,A
68,77.0,5.4,3.6,4.3,1385,A
69,77.0,5.0,3.4,4.0,1385,A
70,77.0,5.0,3.4,4.0,1385,A
71,125.0,5.3,4.0,4.5,1410,B
72,125.0,5.3,4.0,4.5,1410,B
73,125.0,5.8,4.1,4.7,1395,B
74,125.0,5.8,4.1,4.7,1395,B
75,125.0,5.8,4.1,4.7,1395,B
76,85.0,8.4,5.3,6.4,1355,D
77,85.0,8.4,5.3,6.4,1355,D
78,120.0,6.7,4.3,5.2,1380,B
79,120.0,6.7,4.3,5.2,1380,B
80,120.0,6.7,4.3,5.2,1380,B
81,120.0,6.7,4.3,5.2,1380,B
82,120.0,6.6,4.3,5.1,1380,B
83,120.0,6.6,4.3,5.1,1380,B
84,120.0,7.8,4.6,5.8,1365,C
85,120.0,7.8,4.6,5.8,1365,C
86,120.0,7.8,4.6,5.8,1365,C
87,120.0,7.8,4.6,5.8,1365,C
88,120.0,7.6,4.6,5.7,1365,C
89,120.0,7.6,4.6,5.7,1365,C
90,120.0,7.6,4.6,5.7,1365,C
91,120.0,7.6,4.6,5.7,1365,C
92,120.0,5.3,4.0,4.5,1410,B
93,120.0,5.3,4.0,4.5,1410,B
94,120.0,5.8,4.1,4.7,1395,B
95,120.0,5.8,4.1,4.7,1395,B
96,103.0,5.6,3.9,4.5,1395,B
97,103.0,5.6,3.9,4.5,1395,B
98,103.0,5.6,3.9,4.5,1395,B
99,103.0,5.6,3.9,4.5,1395,B
100,100.0,5.6,3.9,4.5,1395,B
101,100.0,5.6,3.9,4.5,1395,B
102,77.0,8.4,5.3,6.4,1355,D
103,77.0,8.4,5.3,6.4,1355,D
104,77.0,8.4,5.3,6.4,1355,D
105,77.0,8.4,5.3,6.4,1355,D
106,110.0,5.0,3.7,4.2,1395,A
107,110.0,5.0,3.7,4.2,1395,A
108,177.0,9.8,5.3,7.0,1395,E
109,100.0,5.0,3.7,4.2,1395,A
110,100.0,5.0,3.7,4.2,1395,A
111,88.0,8.3,5.3,6.4,1355,D
112,88.0,8.3,5.3,6.4,1355,D
113,88.0,8.3,5.3,6.4,1355,D
114,88.0,8.3,5.3,6.4,1355,D
115,88.0,8.3,5.3,6.4,1392,D
116,88.0,10.9,6.8,8.3,1392,C
117,88.0,8.3,5.3,6.4,1392,D
118,88.0,10.9,6.8,8.3,1392,C
119,77.0,8.3,5.3,6.4,1355,D
120,77.0,8.3,5.3,6.4,1355,D
121,77.0,8.3,5.3,6.4,1355,D
122,77.0,8.3,5.3,6.4,1355,D
123,128.5,5.2,3.9,4.4,1410,A
124,128.5,5.2,3.9,4.4,1410,A
125,88.0,5.3,3.8,4.4,1280,B
126,88.0,5.3,3.8,4.4,1280,B
127,88.0,5.2,3.7,4.3,1280,B
128,88.0,5.2,3.7,4.3,1280,B
129,85.0,5.3,3.8,4.4,1280,B
130,85.0,5.3,3.8,4.4,1280,B
131,85.0,5.2,3.7,4.3,1280,B
132,85.0,5.2,3.7,4.3,1280,B
133,88.0,8.2,5.1,6.2,1220,E
134,88.0,10.6,6.6,8.1,1220,C
135,88.0,8.2,5.1,6.2,1220,E
136,88.0,10.6,6.6,8.1,1220,C
137,77.0,7.6,4.8,5.8,1185,D
138,77.0,7.5,4.7,5.7,1165,D
139,77.0,7.5,4.7,5.7,1165,D
140,99.0,7.4,4.5,5.6,1210,C
141,99.0,7.4,4.5,5.6,1210,C
142,125.0,7.0,5.4,4.4,1245,C
143,125.0,7.0,5.4,4.4,1245,C
144,125.0,8.1,4.8,6.0,1220,D
145,125.0,8.1,4.8,6.0,1220,D
146,70.0,5.1,3.3,4.0,1225,A
147,70.0,5.1,3.3,4.0,1225,A
148,99.0,7.1,4.5,5.5,1245,C
149,99.0,7.1,4.5,5.5,1245,C
150,120.0,7.0,5.4,4.4,1245,C
151,120.0,7.0,5.4,4.4,1245,C
152,62.0,4.6,3.0,3.6,1225,A
153,62.0,4.6,3.0,3.6,1225,A
154,62.0,4.6,3.0,3.6,1225,A
155,62.0,4.6,3.0,3.6,1225,A
156,62.0,4.4,2.9,3.5,1225,A+
157,62.0,4.4,2.9,3.5,1225,A+
158,62.0,4.4,2.9,3.5,1225,A+
159,62.0,4.4,2.9,3.5,1225,A+
160,62.0,4.3,2.8,3.4,1225,A+
161,62.0,4.3,2.8,3.4,1225,A+
162,57.0,7.3,4.6,5.6,1155,D
163,57.0,7.3,4.6,5.6,1155,D
164,57.0,7.3,4.6,5.6,1155,D
165,57.0,7.3,4.6,5.6,1155,D
166,51.0,7.6,4.7,5.8,1155,D
167,51.0,7.6,4.7,5.8,1155,D
168,51.0,7.6,4.7,5.8,1155,D
169,51.0,7.6,4.7,5.8,1155,D
170,62.5,4.9,3.8,4.2,1205,A
171,62.5,4.9,3.8,4.2,1205,A
172,77.0,5.0,3.8,4.2,1205,A
173,77.0,5.0,3.8,4.2,1205,A
174,73.5,5.0,3.8,4.2,1205,A+
175,73.5,5.0,3.8,4.2,1205,A+
176,59.0,4.3,2.8,3.4,1225,A+
177,59.0,4.3,2.8,3.4,1225,A+
178,103.0,7.0,5.4,4.4,1245,C
179,103.0,7.0,5.4,4.4,1245,C
180,147.0,11.9,6.1,8.2,1565,F
181,125.0,7.1,4.4,5.4,1615,B
182,120.0,7.1,4.4,5.4,1615,B
183,70.0,5.4,3.8,4.4,1140,B
184,70.0,5.5,3.9,4.5,1140,B
185,70.0,5.6,4.0,4.6,1140,B
186,70.0,5.0,3.7,4.2,1110,A
187,70.0,5.1,3.8,4.3,1110,A
188,70.0,5.2,3.9,4.4,1110,B
189,66.0,4.0,3.3,3.6,1195,A
190,66.0,4.1,3.4,3.7,1195,A
191,66.0,4.2,3.6,3.8,1195,A
192,66.0,3.9,3.1,3.4,1165,A+
193,66.0,3.9,3.1,3.4,1165,A
194,66.0,4.0,3.3,3.5,1165,A
195,170.0,9.2,5.9,7.1,1390,E
196,85.0,4.3,3.4,3.7,1250,A
197,85.0,4.3,3.4,3.7,1250,A
198,85.0,4.5,3.6,3.9,1250,A
199,85.0,4.3,3.1,3.5,1225,A+
200,85.0,4.3,3.1,3.5,1225,A
201,85.0,4.4,3.3,3.7,1225,A
202,92.0,6.2,4.2,4.9,1190,B
203,92.0,6.2,4.3,5.0,1190,B
204,92.0,6.3,4.4,5.1,1190,C
205,92.0,6.4,4.1,4.9,1155,C
206,92.0,6.5,4.1,5.0,1155,C
207,92.0,6.6,4.3,5.1,1155,C
208,110.0,5.8,4.1,4.7,1205,B
209,110.0,5.9,4.2,4.8,1205,B
210,110.0,6.1,4.4,5.0,1205,B
211,110.0,5.9,4.0,4.7,1195,B
212,110.0,6.0,4.1,4.8,1195,B
213,110.0,6.1,4.3,5.0,1195,C
214,141.0,7.1,4.7,5.6,1255,C
215,141.0,7.2,4.7,5.6,1255,C
216,141.0,7.4,4.9,5.8,1255,C
217,70.0,5.4,3.8,4.4,1165,B
218,70.0,5.5,3.9,4.5,1165,B
219,70.0,5.6,4.0,4.6,1165,B
220,70.0,5.0,3.7,4.2,1135,A
221,70.0,5.1,3.8,4.3,1135,A
222,70.0,5.2,3.9,4.4,1135,B
223,66.0,4.0,3.3,3.6,1220,A
224,66.0,4.1,3.4,3.7,1220,A
225,66.0,4.2,3.6,3.8,1220,A
226,66.0,3.9,3.1,3.4,1195,A
227,66.0,4.0,3.2,3.5,1195,A
228,66.0,4.0,3.3,3.6,1195,A
229,170.0,9.3,6.0,7.2,1415,E
230,85.0,4.3,3.4,3.7,1275,A
231,85.0,4.3,3.4,3.7,1275,A
232,85.0,4.5,3.6,3.9,1275,A
233,85.0,4.3,3.1,3.5,1250,A+
234,85.0,4.3,3.1,3.5,1250,A+
235,85.0,4.4,3.3,3.7,1250,A
236,92.0,6.2,4.2,4.9,1215,B
237,92.0,6.2,4.3,5.0,1215,B
238,92.0,6.3,4.4,5.1,1215,B
239,92.0,6.6,4.2,5.1,1180,C
240,92.0,6.6,4.2,5.1,1180,C
241,92.0,6.7,4.4,5.2,1180,C
242,110.0,5.8,4.1,4.7,1230,B
243,110.0,5.9,4.2,4.8,1230,B
244,110.0,6.1,4.4,5.0,1230,B
245,110.0,5.9,4.0,4.7,1220,B
246,110.0,6.0,4.1,4.8,1220,B
247,110.0,6.1,4.3,5.0,1220,B
248,141.0,7.1,4.7,5.6,1280,C
249,141.0,7.2,4.7,5.6,1280,C
250,141.0,7.4,4.9,5.8,1280,C
251,132.0,7.0,4.8,5.6,1325,C
252,132.0,7.4,4.9,5.8,1305,C
253,132.0,8.2,5.5,6.5,1415,D
254,221.0,8.8,5.9,6.9,1500,D
255,221.0,9.1,5.8,7.0,1480,D
256,81.0,4.4,3.6,3.9,1325,A
257,81.0,4.5,3.4,3.8,1305,A
258,81.0,3.8,3.0,3.2,1280,A+
259,110.0,5.2,4.0,4.4,1370,B
260,110.0,5.0,3.6,4.1,1350,A
261,110.0,5.6,4.1,4.7,1430,B
262,135.0,5.2,3.6,4.1,1360,A
263,135.0,5.4,4.3,4.7,1465,B
264,81.0,5.9,4.1,4.8,1245,B
265,81.0,6.2,4.2,4.9,1225,B
266,92.0,6.1,4.2,4.9,1270,B
267,92.0,6.7,4.1,5.1,1250,B
268,110.0,5.8,4.1,4.7,1280,A
269,110.0,5.8,4.1,4.7,1270,B
270,132.0,7.3,4.8,5.8,1505,B
271,132.0,7.8,5.0,6.0,1480,C
272,132.0,8.4,5.6,6.6,1615,C
273,221.0,9.0,6.0,7.1,1695,C
274,81.0,4.7,3.5,3.9,1495,A+
275,110.0,5.4,4.2,4.6,1555,A
276,110.0,5.1,3.7,4.2,1535,A
277,110.0,5.8,4.2,4.8,1615,A
278,135.0,5.2,3.8,4.3,1545,A
279,135.0,5.7,4.5,4.9,1665,A
280,92.0,6.3,4.4,5.1,1440,A
281,92.0,7.0,4.4,5.3,1420,B
282,110.0,6.0,4.3,4.9,1455,A
283,110.0,6.0,4.3,4.9,1440,A
284,132.0,7.0,4.8,5.6,1370,B
285,132.0,7.4,4.9,5.8,1345,C
286,132.0,8.2,5.5,6.5,1455,C
287,221.0,8.8,5.9,6.9,1535,D
288,221.0,9.1,5.8,7.0,1505,D
289,81.0,4.4,3.6,3.9,1365,A
290,81.0,4.5,3.4,3.8,1345,A+
291,81.0,3.9,3.1,3.3,1330,A+
292,110.0,5.2,4.0,4.4,1395,A
293,110.0,4.9,3.5,4.0,1390,A
294,110.0,5.6,4.1,4.7,1470,B
295,135.0,5.0,3.6,4.1,1395,A
296,135.0,5.4,4.3,4.7,1505,B
297,92.0,6.1,4.2,4.9,1310,B
298,92.0,6.7,4.1,5.1,1280,B
299,110.0,5.8,4.1,4.7,1325,A
300,110.0,5.8,4.1,4.7,1315,A
301,132.0,7.0,4.8,5.6,1355,C
302,132.0,7.4,4.9,5.8,1335,C
303,132.0,8.2,5.5,6.5,1445,C
304,221.0,8.8,5.9,6.9,1530,D
305,221.0,9.1,5.8,7.0,1505,D
306,81.0,4.4,3.6,3.9,1355,A
307,81.0,4.5,3.4,3.8,1335,A
308,81.0,3.9,3.1,3.3,1315,A+
309,110.0,5.2,4.0,4.4,1395,A
310,110.0,5.0,3.6,4.1,1380,A
311,110.0,5.6,4.1,4.7,1460,B
312,110.0,7.1,5.2,1.5,1615,A+++
313,110.0,7.1,5.2,1.6,1615,A+++
314,110.0,7.1,5.2,1.7,1615,A+++
315,135.0,5.0,3.7,4.2,1390,A
316,135.0,5.4,4.3,4.7,1495,B
317,81.0,5.9,4.1,4.8,1275,B
318,81.0,6.2,4.2,4.9,1255,B
319,92.0,6.1,4.3,4.9,1300,B
320,92.0,6.7,4.1,5.1,1280,B
321,110.0,5.8,4.1,4.7,1310,A
322,110.0,5.8,4.1,4.7,1300,A
323,270.0,11.2,6.3,8.1,1595,E
324,270.0,11.4,6.5,8.3,1595,E
325,125.0,7.0,5.4,6.0,1605,B
326,125.0,7.7,5.2,6.1,1565,B
327,125.0,8.1,5.5,6.5,1635,C
328,180.0,6.9,5.2,5.9,1855,B
329,165.0,7.4,5.2,6.0,1615,B
330,165.0,8.0,5.1,6.1,1580,B
331,165.0,8.6,5.9,6.9,1685,C
332,165.0,8.8,5.5,6.7,1650,C
333,140.0,5.4,4.3,4.7,1705,A
334,140.0,5.6,4.2,4.7,1670,A
335,140.0,6.1,4.7,5.2,1775,A
336,140.0,6.0,4.5,5.1,1730,A
337,120.0,5.1,4.0,4.4,1675,A+
338,245.0,10.1,6.4,7.8,1825,C
339,200.0,10.1,6.4,7.8,1790,D
340,110.0,5.4,4.3,4.7,1705,A
341,110.0,5.4,4.1,4.6,1670,A
342,110.0,5.7,4.3,4.8,1730,A
343,100.0,4.9,3.8,4.2,1680,A+
344,180.0,7.1,5.4,6.0,1865,B
345,165.0,8.6,6.1,7.1,1725,C
346,165.0,9.0,5.9,7.0,1685,C
347,140.0,6.5,5.1,5.6,1805,B
348,140.0,6.5,5.0,5.6,1765,B
349,110.0,6.3,4.8,5.4,1765,A
350,125.0,6.9,5.1,5.8,1545,B
351,125.0,7.4,4.8,5.7,1505,B
352,125.0,8.1,5.2,6.2,1580,B
353,180.0,6.8,5.0,5.7,1805,B
354,165.0,7.4,5.0,5.8,1560,B
355,165.0,7.8,4.8,5.9,1525,B
356,165.0,8.5,5.6,6.7,1645,C
357,165.0,8.8,5.3,6.6,1605,C
358,140.0,5.3,4.1,4.5,1650,A
359,140.0,5.4,3.9,4.5,1615,A
360,140.0,5.9,4.5,5.0,1730,A
361,140.0,5.9,4.4,4.9,1690,A
362,120.0,5.0,3.8,4.2,1615,A+
363,245.0,10.1,6.2,7.7,1780,D
364,200.0,9.9,6.1,7.5,1735,D
365,110.0,5.3,4.1,4.6,1650,A
366,110.0,5.3,3.8,4.4,1615,A+
367,110.0,5.6,4.2,4.7,1690,A
368,100.0,4.8,3.5,4.0,1615,A+
369,125.0,6.9,5.1,5.8,1530,B
370,125.0,7.4,4.8,5.7,1500,B
371,180.0,6.8,5.0,5.7,1770,B
372,165.0,7.4,5.0,5.8,1550,B
373,165.0,7.7,4.8,5.9,1505,B
374,165.0,8.5,5.6,6.7,1615,C
375,165.0,8.8,5.3,6.6,1585,C
376,140.0,5.3,4.1,4.5,1635,A
377,140.0,5.4,3.9,4.5,1600,A
378,140.0,5.9,4.5,5.0,1705,A
379,140.0,5.9,4.4,4.9,1665,A
380,120.0,5.0,3.8,4.2,1605,A+
381,245.0,10.1,6.2,7.7,1750,D
382,125.0,7.2,5.6,6.2,1730,B
383,125.0,7.9,5.1,6.2,1695,B
384,165.0,7.6,5.3,6.2,1735,B
385,165.0,8.1,5.2,6.3,1705,B
386,165.0,8.6,5.9,6.9,1810,B
387,140.0,5.5,4.3,4.7,1820,A+
388,140.0,5.7,4.3,4.8,1785,A
389,140.0,6.0,4.6,5.1,1850,A
390,245.0,10.3,6.5,7.9,1955,C
391,200.0,10.2,6.5,7.8,1925,C
392,110.0,5.6,4.2,4.7,1785,A+
393,125.0,7.0,5.2,5.9,1600,B
394,125.0,7.5,4.9,5.8,1565,B
395,180.0,6.8,5.0,5.7,1825,B
396,165.0,7.5,5.1,6.0,1605,B
397,165.0,7.8,4.8,5.9,1575,B
398,165.0,8.5,5.6,6.7,1690,C
399,165.0,8.8,5.3,6.6,1645,C
400,140.0,5.4,4.1,4.5,1680,A
401,140.0,5.5,4.0,4.6,1655,A
402,140.0,6.1,4.6,5.1,1760,A
403,140.0,5.9,4.4,4.9,1725,A
404,120.0,5.0,3.8,4.3,1660,A+
405,245.0,10.2,6.3,7.7,1820,C
406,200.0,10.1,6.2,7.7,1790,D
407,110.0,5.3,4.1,4.6,1680,A
408,110.0,5.4,3.9,4.5,1655,A
409,100.0,4.9,3.7,4.2,1655,A+
410,140.0,4.9,4.1,4.4,1800,A+
411,140.0,5.3,4.1,4.6,1800,A+
412,140.0,4.9,4.1,4.4,1800,A+
413,140.0,4.9,4.1,4.4,1800,A+
414,140.0,5.0,4.2,4.5,1800,A+
415,140.0,5.1,4.3,4.6,1800,A+
416,140.0,5.4,4.0,4.6,1765,A+
417,140.0,5.5,4.2,4.7,1765,A
418,245.0,9.9,6.2,7.6,1890,C
419,245.0,10.0,6.3,7.7,1890,C
420,245.0,10.1,6.5,7.8,1890,C
421,200.0,6.0,4.8,5.3,1910,A
422,200.0,6.1,4.9,5.3,1910,A
423,200.0,6.2,5.0,5.4,1910,A
424,160.0,6.0,4.8,5.3,1905,A
425,160.0,6.1,4.9,5.3,1905,A
426,160.0,6.2,5.0,5.4,1905,A
427,160.0,5.5,4.4,4.8,1835,A+
428,160.0,5.5,4.5,4.9,1835,A
429,160.0,5.6,4.6,5.0,1835,A
430,331.0,13.4,7.1,9.4,2035,E
431,331.0,13.5,7.3,9.6,2035,E
432,235.0,7.5,5.5,6.2,1975,B
433,235.0,7.6,5.6,6.3,1975,B
434,235.0,7.7,5.7,6.4,1975,B
435,240.0,7.7,5.7,6.4,2005,B
436,412.0,13.4,7.4,9.6,2025,E
437,140.0,7.1,5.1,5.9,1710,B
438,140.0,7.1,5.2,5.9,1710,B
439,140.0,7.2,5.3,6.0,1710,B
440,140.0,7.8,5.3,6.2,1675,B
441,140.0,7.8,5.3,6.2,1675,B
442,140.0,7.9,5.5,6.4,1675,B
443,185.0,7.4,5.2,6.0,1735,B
444,185.0,7.4,5.3,6.1,1735,B
445,185.0,7.5,5.4,6.2,1735,B
446,245.0,10.1,6.7,8.0,1945,C
447,200.0,6.4,5.2,5.6,1970,A
448,155.0,6.4,5.2,5.6,1965,A
449,235.0,7.7,5.8,6.5,2030,B
450,140.0,4.7,3.9,4.2,1735,A+
451,140.0,4.7,3.9,4.2,1735,A+
452,140.0,4.7,3.9,4.2,1735,A+
453,140.0,4.8,4.0,4.3,1735,A+
454,140.0,4.9,4.1,4.4,1735,A+
455,140.0,5.1,3.8,4.3,1700,A+
456,140.0,5.2,3.9,4.4,1700,A+
457,140.0,5.2,3.9,4.4,1700,A+
458,140.0,5.4,4.0,4.5,1700,A+
459,245.0,9.8,6.0,7.4,1825,C
460,245.0,9.9,6.1,7.5,1825,C
461,245.0,10.0,6.3,7.6,1825,C
462,200.0,5.9,4.6,5.1,1845,A
463,200.0,5.9,4.7,5.1,1845,A
464,200.0,6.0,4.8,5.2,1845,A
465,160.0,5.9,4.6,5.1,1840,A
466,160.0,5.9,4.7,5.1,1840,A
467,160.0,6.0,4.8,5.2,1840,A
468,110.0,4.7,3.9,4.2,1735,A+
469,110.0,4.8,4.0,4.3,1735,A+
470,110.0,4.9,4.1,4.4,1735,A+
471,110.0,5.2,3.9,4.4,1700,A+
472,110.0,5.2,3.9,4.4,1700,A+
473,110.0,5.3,4.0,4.5,1700,A+
474,160.0,5.5,4.3,4.7,1770,A+
475,160.0,5.5,4.4,4.8,1770,A
476,160.0,5.6,4.5,4.9,1770,A
477,331.0,13.1,6.9,9.2,1970,E
478,331.0,13.3,7.1,9.4,1970,E
479,235.0,7.3,5.3,6.0,1910,B
480,235.0,7.4,5.4,6.1,1910,B
481,235.0,7.5,5.5,6.2,1910,B
482,240.0,7.5,5.5,6.2,1940,B
483,140.0,7.1,5.0,5.7,1645,B
484,140.0,7.1,5.0,5.8,1645,B
485,140.0,7.2,5.2,5.9,1645,B
486,140.0,7.5,5.0,5.9,1610,B
487,140.0,7.6,5.1,6.0,1610,B
488,140.0,7.7,5.2,6.1,1610,B
489,185.0,7.4,5.1,5.9,1670,B
490,185.0,7.4,5.1,6.0,1670,B
491,185.0,7.5,5.3,6.1,1670,B
492,245.0,10.0,6.2,7.6,1885,C
493,200.0,6.0,4.7,5.2,1905,A
494,160.0,6.0,4.7,5.2,1900,A
495,160.0,5.5,4.3,4.7,1830,A+
496,331.0,13.2,7.0,9.3,2030,D
497,235.0,7.4,5.4,6.1,1970,B
498,240.0,7.4,5.4,6.1,2000,B
499,412.0,13.3,7.3,9.5,2005,E
500,185.0,7.4,5.1,5.9,1730,A
501,228.0,10.6,6.3,7.9,1955,C
502,190.0,7.5,5.2,6.0,2010,B
503,283.0,9.5,6.2,7.5,2170,C
504,320.0,12.8,7.2,9.2,2050,D
505,368.0,15.7,8.7,11.3,2150,F
506,228.0,10.5,6.3,7.8,1905,C
507,190.0,7.3,5.1,5.9,1955,B
508,283.0,9.4,6.1,7.4,2115,C
509,382.0,13.6,7.3,9.6,2065,E
510,320.0,12.6,7.1,9.1,1995,D
511,132.0,8.0,5.9,6.6,1615,C
512,162.0,8.1,6.0,6.7,1640,C
513,162.0,8.1,5.9,6.7,1640,C
514,162.0,8.2,6.2,6.8,1640,C
515,162.0,8.5,6.4,7.1,1640,C
516,162.0,8.6,6.5,7.2,1640,D
517,100.0,5.5,4.4,4.8,1560,A
518,110.0,5.2,3.9,4.4,1560,A
519,110.0,5.2,4.1,4.5,1560,A
520,110.0,5.4,4.2,4.6,1560,A
521,110.0,5.4,4.2,4.7,1560,A
522,110.0,5.5,4.4,4.8,1560,A
523,110.0,5.5,4.4,4.8,1560,A
524,110.0,6.1,4.5,5.1,1680,A
525,110.0,6.3,4.6,5.2,1680,B
526,110.0,6.1,4.5,5.1,1680,A
527,110.0,6.2,4.5,5.1,1680,A
528,110.0,6.3,4.6,5.2,1680,B
529,110.0,6.5,4.9,5.5,1680,B
530,110.0,6.5,4.9,5.5,1680,B
531,110.0,5.9,4.5,5.1,1645,B
532,110.0,5.8,4.4,5.0,1645,A
533,110.0,5.9,4.5,5.0,1645,A
534,110.0,6.1,4.7,5.4,1645,B
535,88.0,5.6,4.1,4.6,1560,A
536,88.0,5.7,4.2,4.7,1560,A
537,88.0,5.6,4.1,4.6,1560,A
538,88.0,5.6,4.2,4.7,1560,A
539,88.0,5.9,4.5,5.0,1560,B
540,135.0,6.5,4.7,5.4,1700,B
541,135.0,6.3,4.5,5.2,1700,A
542,135.0,6.5,4.7,5.4,1700,B
543,135.0,6.6,4.9,5.6,1700,B
544,135.0,6.6,4.6,5.4,1680,B
545,135.0,6.6,4.6,5.3,1680,B
546,135.0,6.7,4.7,5.5,1680,B
547,135.0,7.0,4.9,5.7,1680,B
548,110.0,7.3,5.2,6.0,1480,C
549,110.0,7.3,5.1,5.9,1460,C
550,110.0,7.0,5.1,5.8,1480,B
551,110.0,7.1,5.2,5.9,1480,B
552,110.0,7.1,5.1,5.8,1480,B
553,110.0,7.1,5.2,5.9,1480,B
554,110.0,7.1,5.3,5.9,1480,C
555,130.0,7.1,5.5,6.1,1905,B
556,230.0,7.6,6.4,6.8,2005,C
557,132.0,9.3,6.4,7.5,1805,C
558,165.0,8.5,6.5,7.2,1845,C
559,165.0,9.3,6.4,7.5,1805,C
560,165.0,9.3,6.4,7.5,1805,C
561,140.0,6.4,5.3,5.7,1935,A
562,140.0,6.6,5.2,5.7,1895,B
563,110.0,5.5,4.6,4.9,1830,A
564,110.0,6.5,5.1,5.6,1895,A
565,190.0,6.5,5.6,5.9,1955,B
566,200.0,11.4,6.9,8.5,1925,D
567,250.0,12.0,7.6,9.2,2515,D
568,150.0,8.2,6.5,7.2,2375,B
569,245.0,14.4,8.5,10.7,2345,E
570,200.0,14.4,8.5,10.7,2325,E
571,180.0,8.6,6.7,7.4,2375,B
572,316.0,19.3,8.4,12.4,1660,G
573,316.0,21.3,10.0,14.2,1635,G
574,404.0,19.9,8.6,12.9,1670,G
575,404.0,22.2,10.6,14.9,1645,G
576,419.0,19.9,8.6,12.9,1670,G
577,386.0,20.5,8.9,13.1,1720,G
578,386.0,22.2,10.6,14.9,1695,G
579,316.0,19.6,8.6,12.6,1760,G
580,316.0,21.3,10.3,14.4,1735,G
581,386.0,20.5,9.2,13.3,1820,G
582,386.0,22.2,10.7,14.9,1795,G
583,169.0,8.2,5.2,6.3,1335,D
584,169.0,7.3,5.0,5.9,1305,C
585,169.0,8.3,5.4,6.4,1410,D
586,169.0,8.5,5.6,6.7,1500,C
587,169.0,8.5,5.6,6.7,1500,C
588,228.0,8.4,6.0,6.9,1545,D
589,467.0,22.4,9.9,14.5,2395,G
590,467.0,22.4,9.9,14.5,2395,G
591,423.0,22.4,9.9,14.5,2395,G
592,423.0,22.4,9.9,14.5,2395,G
593,373.0,15.5,7.7,10.6,2370,D
594,373.0,15.5,7.7,10.6,2370,D
595,388.0,15.7,7.8,10.7,2370,E
596,388.0,15.7,7.8,10.7,2370,E
597,426.0,19.5,8.7,12.7,2270,G
598,426.0,19.5,8.7,12.7,2270,G
599,467.0,22.8,10.3,14.9,2570,G
600,467.0,22.8,10.3,14.9,2570,G
601,423.0,22.8,10.3,14.9,2570,G
602,423.0,22.8,10.3,14.9,2570,G
