Brand,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,CO2 in g/km,Weight in kg
VW GROUP,140.0,5.4,4.0,4.5,119.0,1700
VW GROUP,245.0,9.8,6.0,7.4,172.0,1825
VW GROUP,245.0,9.9,6.1,7.5,174.0,1825
VW GROUP,245.0,10.0,6.3,7.6,177.0,1825
VW GROUP,200.0,5.9,4.6,5.1,133.0,1845
VW GROUP,200.0,5.9,4.7,5.1,135.0,1845
VW GROUP,200.0,6.0,4.8,5.2,138.0,1845
VW GROUP,160.0,5.9,4.6,5.1,133.0,1840
VW GROUP,160.0,5.9,4.7,5.1,135.0,1840
VW GROUP,160.0,6.0,4.8,5.2,138.0,1840
VW GROUP,110.0,4.7,3.9,4.2,110.0,1735
VW GROUP,110.0,4.8,4.0,4.3,113.0,1735
VW GROUP,110.0,4.9,4.1,4.4,116.0,1735
VW GROUP,110.0,5.2,3.9,4.4,114.0,1700
VW GROUP,110.0,5.2,3.9,4.4,116.0,1700
VW GROUP,110.0,5.3,4.0,4.5,119.0,1700
VW GROUP,160.0,5.5,4.3,4.7,122.0,1770
VW GROUP,160.0,5.5,4.4,4.8,124.0,1770
VW GROUP,160.0,5.6,4.5,4.9,127.0,1770
VW GROUP,331.0,13.1,6.9,9.2,214.0,1970
VW GROUP,331.0,13.3,7.1,9.4,218.0,1970
VW GROUP,235.0,7.3,5.3,6.0,159.0,1910
VW GROUP,235.0,7.4,5.4,6.1,161.0,1910
VW GROUP,235.0,7.5,5.5,6.2,164.0,1910
VW GROUP,240.0,7.5,5.5,6.2,164.0,1940
VW GROUP,140.0,7.1,5.0,5.7,133.0,1645
VW GROUP,140.0,7.1,5.0,5.8,134.0,1645
VW GROUP,140.0,7.2,5.2,5.9,138.0,1645
VW GROUP,140.0,7.5,5.0,5.9,138.0,1610
VW GROUP,140.0,7.6,5.1,6.0,140.0,1610
VW GROUP,140.0,7.7,5.2,6.1,143.0,1610
VW GROUP,185.0,7.4,5.1,5.9,137.0,1670
VW GROUP,185.0,7.4,5.1,6.0,139.0,1670
VW GROUP,185.0,7.5,5.3,6.1,142.0,1670
VW GROUP,245.0,10.0,6.2,7.6,176.0,1885
VW GROUP,200.0,6.0,4.7,5.2,136.0,1905
VW GROUP,160.0,6.0,4.7,5.2,136.0,1900
VW GROUP,160.0,5.5,4.3,4.7,122.0,1830
VW GROUP,331.0,13.2,7.0,9.3,215.0,2030
VW GROUP,235.0,7.4,5.4,6.1,162.0,1970
VW GROUP,240.0,7.4,5.4,6.1,162.0,2000
VW GROUP,412.0,13.3,7.3,9.5,221.0,2005
VW GROUP,185.0,7.4,5.1,5.9,137.0,1730
VW GROUP,228.0,10.6,6.3,7.9,184.0,1955
VW GROUP,190.0,7.5,5.2,6.0,158.0,2010
VW GROUP,283.0,9.5,6.2,7.5,197.0,2170
VW GROUP,320.0,12.8,7.2,9.2,216.0,2050
VW GROUP,368.0,15.7,8.7,11.3,264.0,2150
VW GROUP,228.0,10.5,6.3,7.8,183.0,1905
VW GROUP,190.0,7.3,5.1,5.9,155.0,1955
VW GROUP,283.0,9.4,6.1,7.4,194.0,2115
VW GROUP,382.0,13.6,7.3,9.6,225.0,2065
VW GROUP,320.0,12.6,7.1,9.1,213.0,1995
VW GROUP,132.0,8.0,5.9,6.6,152.0,1615
VW GROUP,162.0,8.1,6.0,6.7,155.0,1640
VW GROUP,162.0,8.1,5.9,6.7,154.0,1640
VW GROUP,162.0,8.2,6.2,6.8,158.0,1640
VW GROUP,162.0,8.5,6.4,7.1,164.0,1640
VW GROUP,162.0,8.6,6.5,7.2,168.0,1640
VW GROUP,100.0,5.5,4.4,4.8,126.0,1560
VW GROUP,110.0,5.2,3.9,4.4,114.0,1560
VW GROUP,110.0,5.2,4.1,4.5,118.0,1560
VW GROUP,110.0,5.4,4.2,4.6,121.0,1560
VW GROUP,110.0,5.4,4.2,4.7,122.0,1560
VW GROUP,110.0,5.5,4.4,4.8,126.0,1560
VW GROUP,110.0,5.5,4.4,4.8,126.0,1560
VW GROUP,110.0,6.1,4.5,5.1,132.0,1680
VW GROUP,110.0,6.3,4.6,5.2,137.0,1680
VW GROUP,110.0,6.1,4.5,5.1,132.0,1680
VW GROUP,110.0,6.2,4.5,5.1,134.0,1680
VW GROUP,110.0,6.3,4.6,5.2,137.0,1680
VW GROUP,110.0,6.5,4.9,5.5,144.0,1680
VW GROUP,110.0,6.5,4.9,5.5,144.0,1680
VW GROUP,110.0,5.9,4.5,5.1,133.0,1645
VW GROUP,110.0,5.8,4.4,5.0,130.0,1645
VW GROUP,110.0,5.9,4.5,5.0,131.0,1645
VW GROUP,110.0,6.1,4.7,5.4,140.0,1645
VW GROUP,88.0,5.6,4.1,4.6,121.0,1560
VW GROUP,88.0,5.7,4.2,4.7,124.0,1560
VW GROUP,88.0,5.6,4.1,4.6,121.0,1560
VW GROUP,88.0,5.6,4.2,4.7,122.0,1560
VW GROUP,88.0,5.9,4.5,5.0,131.0,1560
VW GROUP,135.0,6.5,4.7,5.4,140.0,1700
VW GROUP,135.0,6.3,4.5,5.2,135.0,1700
VW GROUP,135.0,6.5,4.7,5.4,141.0,1700
VW GROUP,135.0,6.6,4.9,5.6,146.0,1700
VW GROUP,135.0,6.6,4.6,5.4,141.0,1680
VW GROUP,135.0,6.6,4.6,5.3,139.0,1680
VW GROUP,135.0,6.7,4.7,5.5,143.0,1680
VW GROUP,135.0,7.0,4.9,5.7,148.0,1680
VW GROUP,110.0,7.3,5.2,6.0,138.0,1480
VW GROUP,110.0,7.3,5.1,5.9,136.0,1460
VW GROUP,110.0,7.0,5.1,5.8,134.0,1480
VW GROUP,110.0,7.1,5.2,5.9,137.0,1480
VW GROUP,110.0,7.1,5.1,5.8,135.0,1480
VW GROUP,110.0,7.1,5.2,5.9,136.0,1480
VW GROUP,110.0,7.1,5.3,5.9,138.0,1480
VW GROUP,130.0,7.1,5.5,6.1,159.0,1905
VW GROUP,230.0,7.6,6.4,6.8,179.0,2005
VW GROUP,132.0,9.3,6.4,7.5,174.0,1805
VW GROUP,165.0,8.5,6.5,7.2,168.0,1845
VW GROUP,165.0,9.3,6.4,7.5,174.0,1805
VW GROUP,165.0,9.3,6.4,7.5,174.0,1805
VW GROUP,140.0,6.4,5.3,5.7,149.0,1935
VW GROUP,140.0,6.6,5.2,5.7,149.0,1895
VW GROUP,110.0,5.5,4.6,4.9,129.0,1830
VW GROUP,110.0,6.5,5.1,5.6,147.0,1895
VW GROUP,190.0,6.5,5.6,5.9,156.0,1955
VW GROUP,200.0,11.4,6.9,8.5,199.0,1925
VW GROUP,250.0,12.0,7.6,9.2,242.0,2515
VW GROUP,150.0,8.2,6.5,7.2,189.0,2375
VW GROUP,245.0,14.4,8.5,10.7,249.0,2345
VW GROUP,200.0,14.4,8.5,10.7,249.0,2325
VW GROUP,180.0,8.6,6.7,7.4,195.0,2375
VW GROUP,316.0,19.3,8.4,12.4,289.0,1660
VW GROUP,316.0,21.3,10.0,14.2,332.0,1635
VW GROUP,404.0,19.9,8.6,12.9,299.0,1670
VW GROUP,404.0,22.2,10.6,14.9,346.0,1645
VW GROUP,419.0,19.9,8.6,12.9,299.0,1670
VW GROUP,386.0,20.5,8.9,13.1,305.0,1720
VW GROUP,386.0,22.2,10.6,14.9,346.0,1695
VW GROUP,316.0,19.6,8.6,12.6,294.0,1760
VW GROUP,316.0,21.3,10.3,14.4,337.0,1735
VW GROUP,386.0,20.5,9.2,13.3,310.0,1820
VW GROUP,386.0,22.2,10.7,14.9,349.0,1795
VW GROUP,169.0,8.2,5.2,6.3,146.0,1335
VW GROUP,169.0,7.3,5.0,5.9,137.0,1305
VW GROUP,169.0,8.3,5.4,6.4,149.0,1410
VW GROUP,169.0,8.5,5.6,6.7,154.0,1500
VW GROUP,169.0,8.5,5.6,6.7,154.0,1500
VW GROUP,228.0,8.4,6.0,6.9,159.0,1545
VW GROUP,467.0,22.4,9.9,14.5,338.0,2395
VW GROUP,467.0,22.4,9.9,14.5,338.0,2395
VW GROUP,423.0,22.4,9.9,14.5,338.0,2395
VW GROUP,423.0,22.4,9.9,14.5,338.0,2395
VW GROUP,373.0,15.5,7.7,10.6,246.0,2370
VW GROUP,373.0,15.5,7.7,10.6,246.0,2370
VW GROUP,388.0,15.7,7.8,10.7,250.0,2370
VW GROUP,388.0,15.7,7.8,10.7,250.0,2370
VW GROUP,426.0,19.5,8.7,12.7,295.0,2270
VW GROUP,426.0,19.5,8.7,12.7,295.0,2270
VW GROUP,467.0,22.8,10.3,14.9,347.0,2570
VW GROUP,467.0,22.8,10.3,14.9,347.0,2570
VW GROUP,423.0,22.8,10.3,14.9,347.0,2570
VW GROUP,423.0,22.8,10.3,14.9,347.0,2570
VW GROUP,373.0,15.9,8.0,10.9,254.0,2545
VW GROUP,373.0,15.9,8.0,10.9,254.0,2545
VW GROUP,388.0,16.1,8.1,11.1,258.0,2545
VW GROUP,388.0,16.1,8.1,11.1,258.0,2545
VW GROUP,460.0,22.4,10.2,14.7,343.0,2565
VW GROUP,460.0,22.4,10.2,14.7,343.0,2565
VW GROUP,460.0,22.4,10.2,14.7,343.0,2550
VW GROUP,460.0,22.4,10.2,14.7,343.0,2550
VW GROUP,373.0,15.9,8.0,10.9,254.0,2505
VW GROUP,373.0,15.9,8.0,10.9,254.0,2505
VW GROUP,373.0,15.9,8.0,10.9,254.0,2492
VW GROUP,373.0,15.9,8.0,10.9,254.0,2492
VW GROUP,377.0,22.8,9.9,14.6,342.0,2760
VW GROUP,377.0,22.8,9.9,14.6,342.0,2760
VW GROUP,377.0,22.8,9.9,14.6,342.0,2760
VW GROUP,377.0,22.8,9.9,14.6,342.0,2760
VW GROUP,395.0,22.8,9.9,14.6,342.0,2760
VW GROUP,395.0,22.8,9.9,14.6,342.0,2760
VW GROUP,395.0,22.8,9.9,14.6,342.0,2760
VW GROUP,395.0,22.8,9.9,14.6,342.0,2760
BMW,70.0,4.9,3.7,4.1,109.0,1395
BMW,70.0,4.9,3.7,4.1,109.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,4.9,3.7,4.1,109.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,70.0,5.0,3.8,4.3,112.0,1395
BMW,85.0,4.1,3.4,3.6,96.0,1425
BMW,85.0,4.1,3.4,3.6,96.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.3,3.3,3.7,97.0,1395
BMW,85.0,4.3,3.3,3.7,97.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,3.9,3.1,3.4,89.0,1395
BMW,85.0,3.9,3.1,3.4,89.0,1395
BMW,85.0,4.3,3.4,3.7,98.0,1395
BMW,85.0,4.3,3.4,3.7,98.0,1395
BMW,85.0,4.4,3.5,3.8,101.0,1395
BMW,85.0,4.4,3.5,3.8,101.0,1395
BMW,80.0,6.3,4.2,5.0,116.0,1375
BMW,80.0,6.3,4.2,5.0,116.0,1375
BMW,80.0,6.7,4.5,5.3,123.0,1375
BMW,80.0,6.7,4.5,5.3,123.0,1375
BMW,80.0,6.7,4.5,5.3,123.0,1375
BMW,80.0,6.7,4.5,5.3,123.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,80.0,6.8,4.6,5.4,126.0,1375
BMW,85.0,3.9,3.1,3.4,89.0,1395
BMW,85.0,4.3,3.4,3.7,98.0,1395
BMW,85.0,4.4,3.5,3.8,101.0,1395
BMW,80.0,6.3,4.2,5.0,116.0,1380
BMW,80.0,6.7,4.5,5.3,123.0,1380
BMW,80.0,6.7,4.5,5.3,123.0,1380
BMW,80.0,6.8,4.6,5.4,126.0,1380
BMW,80.0,6.8,4.6,5.4,126.0,1380
BMW,80.0,6.8,4.6,5.4,126.0,1380
BMW,110.0,4.5,3.4,3.8,99.0,1450
BMW,110.0,4.5,3.4,3.8,99.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.8,3.5,4.0,104.0,1425
BMW,110.0,4.8,3.5,4.0,104.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.1,3.8,4.3,113.0,1495
BMW,110.0,5.1,3.8,4.3,113.0,1495
BMW,110.0,5.4,4.0,4.5,119.0,1495
BMW,110.0,5.4,4.0,4.5,119.0,1495
BMW,110.0,5.4,4.0,4.5,119.0,1495
BMW,110.0,5.4,4.0,4.5,119.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,5.6,4.1,4.7,123.0,1495
BMW,110.0,4.5,3.4,3.8,99.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.7,3.6,4.0,105.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.9,3.8,4.2,110.0,1450
BMW,110.0,4.8,3.5,4.0,104.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.0,3.6,4.1,109.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.2,3.8,4.3,114.0,1425
BMW,110.0,5.1,3.8,4.3,113.0,1500
BMW,110.0,5.4,4.0,4.5,119.0,1500
BMW,110.0,5.4,4.0,4.5,119.0,1500
BMW,110.0,5.6,4.1,4.7,123.0,1500
BMW,110.0,5.6,4.1,4.7,123.0,1500
BMW,110.0,5.6,4.1,4.7,123.0,1500
BMW,100.0,7.2,4.6,5.6,129.0,1395
BMW,100.0,7.4,4.8,5.7,133.0,1395
BMW,100.0,7.4,4.8,5.7,133.0,1395
BMW,100.0,7.6,4.9,5.9,137.0,1395
BMW,100.0,7.6,4.9,5.9,137.0,1395
BMW,100.0,7.6,4.9,5.9,137.0,1395
BMW,100.0,7.0,4.5,5.4,125.0,1375
BMW,100.0,7.0,4.5,5.4,125.0,1375
BMW,100.0,7.2,4.6,5.6,129.0,1375
BMW,100.0,7.2,4.6,5.6,129.0,1375
BMW,100.0,7.2,4.6,5.6,129.0,1375
BMW,100.0,7.2,4.6,5.6,129.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,100.0,7.4,4.7,5.7,133.0,1375
BMW,140.0,4.6,3.5,3.9,103.0,1460
BMW,140.0,4.6,3.5,3.9,103.0,1460
BMW,140.0,4.9,3.7,4.1,109.0,1460
BMW,140.0,4.9,3.7,4.1,109.0,1460
BMW,140.0,4.9,3.7,4.1,109.0,1460
BMW,140.0,4.9,3.7,4.1,109.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.1,3.9,4.3,114.0,1460
BMW,140.0,5.0,3.6,4.1,108.0,1445
BMW,140.0,5.0,3.6,4.1,108.0,1445
BMW,140.0,5.3,3.7,4.3,114.0,1445
BMW,140.0,5.3,3.7,4.3,114.0,1445
BMW,140.0,5.3,3.7,4.3,114.0,1445
BMW,140.0,5.3,3.7,4.3,114.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,140.0,5.5,3.9,4.5,118.0,1445
BMW,130.0,7.1,4.6,5.6,129.0,1390
BMW,130.0,7.1,4.6,5.6,129.0,1390
BMW,130.0,7.4,4.8,5.7,133.0,1390
BMW,130.0,7.4,4.8,5.7,133.0,1390
BMW,130.0,7.4,4.8,5.7,133.0,1390
BMW,130.0,7.4,4.8,5.7,133.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.6,4.9,5.9,137.0,1390
BMW,130.0,7.4,4.7,5.7,132.0,1375
BMW,130.0,7.4,4.7,5.7,132.0,1375
BMW,130.0,7.6,4.8,5.8,136.0,1375
BMW,130.0,7.6,4.8,5.8,136.0,1375
BMW,130.0,7.6,4.8,5.8,136.0,1375
BMW,130.0,7.6,4.8,5.8,136.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,130.0,7.8,4.9,6.0,139.0,1375
BMW,140.0,4.6,3.5,3.9,103.0,1465
BMW,140.0,4.9,3.7,4.1,109.0,1465
BMW,140.0,4.9,3.7,4.1,109.0,1465
BMW,140.0,5.1,3.9,4.3,114.0,1465
BMW,140.0,5.1,3.9,4.3,114.0,1465
BMW,140.0,5.1,3.9,4.3,114.0,1465
BMW,140.0,5.0,3.6,4.1,108.0,1450
BMW,140.0,5.3,3.7,4.3,114.0,1450
BMW,140.0,5.3,3.7,4.3,114.0,1450
BMW,140.0,5.5,3.9,4.5,118.0,1450
BMW,140.0,5.5,3.9,4.5,118.0,1450
BMW,140.0,5.5,3.9,4.5,118.0,1450
BMW,130.0,7.1,4.6,5.6,129.0,1395
BMW,130.0,7.4,4.8,5.7,133.0,1395
BMW,130.0,7.4,4.8,5.7,133.0,1395
BMW,130.0,7.6,4.9,5.9,137.0,1395
BMW,130.0,7.6,4.9,5.9,137.0,1395
BMW,130.0,7.6,4.9,5.9,137.0,1395
BMW,130.0,7.4,4.7,5.7,132.0,1380
BMW,130.0,7.6,4.8,5.8,136.0,1380
BMW,130.0,7.6,4.8,5.8,136.0,1380
BMW,130.0,7.8,4.9,6.0,139.0,1380
BMW,130.0,7.8,4.9,6.0,139.0,1380
BMW,130.0,7.8,4.9,6.0,139.0,1380
BMW,85.0,4.1,3.4,3.6,96.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.4,3.6,3.9,103.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.6,3.8,4.1,107.0,1425
BMW,85.0,4.3,3.3,3.7,97.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.7,3.6,4.0,104.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,85.0,4.8,3.7,4.1,107.0,1395
BMW,160.0,8.5,5.1,6.3,148.0,1445
BMW,160.0,8.5,5.1,6.3,148.0,1445
BMW,160.0,8.5,5.1,6.3,148.0,1445
BMW,160.0,8.5,5.1,6.3,148.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.7,5.2,6.5,151.0,1445
BMW,160.0,8.6,5.4,6.6,154.0,1425
BMW,160.0,8.6,5.4,6.6,154.0,1425
BMW,160.0,8.6,5.4,6.6,154.0,1425
BMW,160.0,8.6,5.4,6.6,154.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,160.0,8.9,5.4,6.7,157.0,1425
BMW,165.0,5.1,3.9,4.3,114.0,1505
BMW,165.0,5.1,3.9,4.3,114.0,1505
BMW,165.0,5.4,4.1,4.6,121.0,1505
BMW,165.0,5.4,4.1,4.6,121.0,1505
BMW,165.0,5.4,4.1,4.6,121.0,1505
BMW,160.0,8.5,5.1,6.3,148.0,1450
BMW,160.0,8.5,5.1,6.3,148.0,1450
BMW,160.0,8.7,5.2,6.5,151.0,1450
BMW,160.0,8.7,5.2,6.5,151.0,1450
BMW,160.0,8.7,5.2,6.5,151.0,1450
BMW,160.0,8.6,5.4,6.6,154.0,1430
BMW,160.0,8.6,5.4,6.6,154.0,1430
BMW,160.0,8.9,5.4,6.7,157.0,1430
BMW,160.0,8.9,5.4,6.7,157.0,1430
BMW,160.0,8.9,5.4,6.7,157.0,1430
BMW,70.0,4.4,3.4,3.8,99.0,1425
BMW,70.0,4.6,3.6,3.9,104.0,1425
BMW,100.0,6.5,4.6,5.3,123.0,1470
BMW,100.0,6.7,4.8,5.5,127.0,1520
BMW,100.0,6.5,4.6,5.3,123.0,1520
BMW,100.0,6.7,4.8,5.5,127.0,1520
BMW,85.0,4.4,3.4,3.8,99.0,1440
BMW,85.0,4.6,3.6,3.9,104.0,1440
BMW,85.0,4.7,3.8,4.1,108.0,1545
BMW,85.0,4.8,3.9,4.2,111.0,1495
BMW,85.0,4.8,3.9,4.2,111.0,1545
BMW,180.0,8.5,5.1,6.3,148.0,1480
BMW,180.0,8.5,5.1,6.4,149.0,1480
BMW,180.0,8.5,5.1,6.4,149.0,1480
BMW,180.0,8.7,5.4,6.6,154.0,1460
BMW,180.0,8.8,5.4,6.6,155.0,1460
BMW,180.0,8.8,5.4,6.6,155.0,1460
BMW,105.0,5.3,3.9,4.4,116.0,1455
BMW,105.0,5.3,3.9,4.4,116.0,1455
BMW,105.0,5.5,4.0,4.6,120.0,1455
BMW,105.0,5.5,4.0,4.6,120.0,1455
BMW,105.0,5.5,4.0,4.6,120.0,1455
BMW,105.0,5.5,3.9,4.5,119.0,1435
BMW,105.0,5.5,3.9,4.5,119.0,1435
BMW,105.0,5.7,4.1,4.7,123.0,1435
BMW,105.0,5.7,4.1,4.7,123.0,1435
BMW,105.0,5.7,4.1,4.7,123.0,1435
BMW,100.0,6.9,4.9,5.6,131.0,1590
BMW,100.0,6.9,4.9,5.6,131.0,1590
BMW,100.0,7.1,5.0,5.8,134.0,1590
BMW,100.0,7.1,5.0,5.8,134.0,1590
BMW,100.0,7.1,5.0,5.8,134.0,1590
BMW,100.0,7.3,5.0,5.8,136.0,1570
BMW,100.0,7.3,5.0,5.8,136.0,1570
BMW,100.0,7.5,5.1,6.0,139.0,1570
BMW,100.0,7.5,5.1,6.0,139.0,1570
BMW,100.0,7.5,5.1,6.0,139.0,1570
BMW,100.0,6.5,4.6,5.3,124.0,1435
BMW,100.0,6.5,4.6,5.3,124.0,1435
BMW,100.0,6.8,4.8,5.5,129.0,1435
BMW,100.0,6.8,4.8,5.5,129.0,1435
BMW,100.0,6.8,4.8,5.5,129.0,1435
BMW,100.0,6.7,4.6,5.4,125.0,1415
BMW,100.0,6.7,4.6,5.4,125.0,1415
BMW,100.0,6.9,4.8,5.6,130.0,1415
BMW,100.0,6.9,4.8,5.6,130.0,1415
BMW,100.0,6.9,4.8,5.6,130.0,1415
BMW,100.0,6.1,4.3,4.9,115.0,1395
BMW,100.0,6.4,4.5,5.2,120.0,1395
BMW,110.0,4.7,3.8,4.1,109.0,1485
BMW,110.0,4.9,4.0,4.3,114.0,1485
BMW,110.0,4.8,3.7,4.1,109.0,1450
BMW,110.0,5.1,3.9,4.3,114.0,1450
BMW,110.0,4.9,4.1,4.4,115.0,1605
BMW,110.0,5.1,4.2,4.5,119.0,1555
BMW,110.0,5.1,4.2,4.5,119.0,1605
BMW,110.0,5.1,3.9,4.4,115.0,1575
BMW,110.0,5.3,4.1,4.5,119.0,1525
BMW,110.0,5.3,4.1,4.5,119.0,1575
BMW,135.0,8.0,4.7,5.9,138.0,1445
BMW,135.0,8.0,4.7,5.9,138.0,1445
BMW,135.0,8.1,4.8,6.0,141.0,1445
BMW,135.0,8.1,4.8,6.0,141.0,1445
BMW,135.0,8.1,4.8,6.0,141.0,1445
BMW,135.0,8.6,4.9,6.3,146.0,1430
BMW,135.0,8.6,4.9,6.3,146.0,1430
BMW,135.0,8.7,5.1,6.4,149.0,1430
BMW,135.0,8.7,5.1,6.4,149.0,1430
BMW,135.0,8.7,5.1,6.4,149.0,1430
BMW,135.0,8.7,5.2,6.5,152.0,1605
BMW,135.0,8.7,5.2,6.5,152.0,1605
BMW,135.0,8.7,5.2,6.5,152.0,1605
BMW,135.0,9.4,5.4,6.9,161.0,1585
BMW,135.0,9.4,5.4,6.9,161.0,1585
BMW,135.0,9.4,5.4,6.9,161.0,1585
BMW,140.0,4.6,3.6,3.9,104.0,1485
BMW,140.0,4.6,3.6,3.9,104.0,1485
BMW,140.0,4.8,3.7,4.1,107.0,1485
